ID,Name,Status,Original German,Founding year,Founder,Linkedin-Account Founder,Legal Name,Legal form,Street,Postal code,City,Country,Register Number/ Company ID/ LEI,Segment,Subsegment,Bank Cooperation,Homepage,E-Mail,Insolvency,Liquidation,Date of inactivity,Local court,Former name
287,Omnius,1,1.0,2015.0,Martin Micko; Harald Gölles; Sofie Quidenus-Wahlforss,https://www.linkedin.com/in/micko/; https://www.linkedin.com/in/harald-goelles/; https://www.linkedin.com/in/sofiequidenus/,QIDENUS GROUP GMBH,GmbH,Perleberger Str.  42C Haus 7,10559,Berlin,Germany,HRB 171236 B,Other FinTechs,"Technology, IT and Infrastructure",1,https://omnius.com/,BERLIN@OMNIUS.COM,0,0,,Berlin (Charlottenburg),
288,SkenData,1,1.0,2014.0,Sven Jantzen; Jon Meis,https://www.linkedin.com/in/sven-jantzen-0a63a5b9/,SkenData GmbH,GmbH,Mühlendamm 8b,18055,Rostock,Germany,HRB 12937,Other FinTechs,Insurance,0,https://www.skendata.de/,Info@skendata.de,0,0,,Rostock,
289,tarifair,1,1.0,2014.0,1blick GmbH,,1blick GmbH,GmbH,Hebelstr. 22A,69115,Heidelberg,Germany,HRB 709859,Other FinTechs,Search Engines and Comparison Sites,0,https://www.tarifair.de/,info@1blick.de,0,0,,Heidelberg,
290,ThinxNet,1,1.0,2014.0,Oliver Götz,https://www.linkedin.com/in/oliver-g%C3%B6tz-44856428/,ThinxNet GmbH,GmbH,Blutenburgstr. 18,80636,München,Germany,HRB 208191,Other FinTechs,"Technology, IT and Infrastructure",1,https://www.thinxnet.com/,info@thinxnet.com,0,0,,München,
291,Cognotekt,1,1.0,2013.0,Dr. Jobst Landgrebe,https://www.linkedin.com/in/jobst-landgrebe-165103a/,Cognotekt GmbH,GmbH,Bonner Str. 209,50968,Köln,Germany,HRB 71466,Other FinTechs,"Technology, IT and Infrastructure",0,https://www.cognotekt.com/,info@cognotekt.com,0,0,,Köln,
292,smoope,1,1.0,2013.0,Eleftherios Hatziioannou,https://www.linkedin.com/in/eleftherioshatziioannou/,Serviceware SE,SE,Bahnhofstraße 29,71083,Herrenberg,Germany,HRB 5894,Other FinTechs,"Technology, IT and Infrastructure",0,https://smoope.com/de,service-smoope@serviceware.de,0,0,,Herrenberg,
293,versdiagnose,1,1.0,2013.0,Franke und Bornberg GmbH,,versdiagnose GmbH,GmbH,Prinzenstraße 16,30159,Hannover,Germany,HRB 210608,Other FinTechs,Search Engines and Comparison Sites,1,https://www.versdiagnose.de/,info@versdiagnose.de,0,0,,Hannover,
294,b2b Protect,1,1.0,2012.0,Justus Lüder; Olga Mursajew,https://www.linkedin.com/in/justus-lueder-6976a1237/; https://www.linkedin.com/in/olga-mursajew-10a6a442/,b2b Protect GmbH,GmbH,Rathausstraße 13b,31134,Hildesheim,Germany,HRB 202929,Other FinTechs,Insurance,0,https://www.b2bprotect.de/,info@b2bprotect.de,0,0,,Hildesheim,
295,Flexperto,1,1.0,2012.0,Felix Anthonj; Tobias Krauß,https://www.linkedin.com/in/felix-anthonj-6066a440/; https://www.linkedin.com/in/tobias-krauss/,Flexperto GmbH,GmbH,Neue Grünstraße 27,10179,Verlin,Germany,HRB 165181,Other FinTechs,"Technology, IT and Infrastructure",0,https://flexperto.com/,info@flexperto.com,0,0,,Verlin,
296,Actineo,1,1.0,2009.0,Olav Skowronnek,https://www.linkedin.com/in/olav-skowronnek-572729102/,Actineo GmbH,GmbH,Mannesmannstraße 5,50996,Köln,Germany,HRB 66509,Other FinTechs,Insurance,0,https://www.actineo.de/,info@actineo.de,0,0,,Köln,
297,BrokingX,1,1.0,2011.0,Christian Wiemann,https://www.linkedin.com/in/christian-wiemann-341609137/,eXulting GmbH & Co. KG,GmbH & Co. KG,Fasanenfeld 2a,53721,Siegburg,Germany,HRB 14095,Other FinTechs,Insurance,1,https://www.brokingx.de,Service4U@brokingX.de,0,0,,Siegburg,
298,Xempus,1,1.0,2007.0,Martin Bockelmann,https://www.linkedin.com/in/martinbockelmann/,Xempus AG,AG,Arnulfstraße 126,80636,München,Germany,HRB 225757,Other FinTechs,Insurance,1,https://www.xbav.de/,info@xbav-berater.de,0,0,,München,
299,Palturai,1,1.0,2014.0,Tilo Walter; Petra Kaul; Thorsten Lau; Hans-Dieter Greb,https://www.linkedin.com/in/tilo-walter-18b90567/; https://www.linkedin.com/in/petra-kaul-122ba9a6/,Palturai GmbH,GmbH,Reifenberger Straße 1,65719,Hogheim,Germany,HRB 99412,Other FinTechs,"Technology, IT and Infrastructure",0,https://palturai.com/,info@palturai.com,0,0,,Hogheim,
300,360T,1,1.0,2000.0,Carlo Kölzer,,360 Treasury Systems AG,AG,Grüneburgweg 16-18,60322,Frankfurt am Main,Germany,HRB 49874,Other FinTechs,"Technology, IT and Infrastructure",0,https://www.360t.com/,info@360t.com,0,0,,Frankfurt am Main,
301,aifinyo Leasing,1,1.0,2014.0,Stefan Kempf,https://www.linkedin.com/in/kempf-stefan-87089247/,aifinyo lease GmbH,GmbH,Tiergartenstraße 9,01220,Dresden,Germany,HRB 33223,Other FinTechs,Other FinTechs,0,https://www.aifinyo.de/leasing,info@aifinyo.de,0,0,,Dresden,
302,Effecta,1,1.0,2013.0,Tobias Hirsch,https://www.linkedin.com/in/tobias-hirsch-b835381a0,Effecta GmbH,GmbH,Am Sportplatz 13,61197,Florstadt,Germany,HRB 8830,Other FinTechs,"Technology, IT and Infrastructure",0,https://www.effecta-gmbh.de/,info@effecta-gmbh.de,0,0,,Florstadt,
303,elinvar,1,1.0,2016.0,Chris Bartz; Marco Neuhaus; Sebastian Böttner,https://www.linkedin.com/in/chrisbartz/; https://www.linkedin.com/in/marco-neuhaus-b0b10314/; https://www.linkedin.com/in/sebastian-böttner-25468613/,Elinvar GmbH,GmbH,Winsstraße 62,10405,Berlin,Germany,HRB 167185 B,Other FinTechs,"Technology, IT and Infrastructure",0,https://elinvar.de/,contact@elinvar.de,0,0,,Berlin (Charlottenburg),
304,solarisBank,1,1.0,2016.0,Peter Grosskopf; Andreas Bittner,https://www.linkedin.com/in/petergrosskopf/; https://www.linkedin.com/in/andreas-bittner-67775645/,solarisBank AG,AG,Anna-Louisa-Karsch-Straße 2,10178,Berlin,Germany,HRB 168180 B,Other FinTechs,"Technology, IT and Infrastructure",0,https://www.solarisbank.com/de/,support@solarisbank.de ,0,0,,Berlin (Charlottenburg),
305,Sutorbank,1,1.0,1921.0,Max Heinrich Sutor,,Max Heinr. Sutor oHG,oHG,Hermannstr. 46 ,20095,Hamburg,Germany,HRA 25379,Other FinTechs,"Technology, IT and Infrastructure",0,https://www.sutorbank.de/,info@sutorbank.de,0,0,,Hamburg,
306,Rakuten,1,0.0,2007.0,Hiroshi Mikitani,https://www.linkedin.com/in/mikitani/,Rakuten Deutschland GmbH,GmbH,Geisfelder Str. 16,96050,Bamberg,Germany,HRB 5699,Other FinTechs,Other FinTechs,0,https://www.rakuten.de/club-everywhere/,service@rakuten.de,0,0,,Bamberg,
307,Coya,1,1.0,2016.0,Andrew Shaw,https://www.linkedin.com/in/andrewshaw4/,Coya AG,AG,Ohlauer Str. 43,10999,Berlin,Germany,HRB 188013 B,Other FinTechs,Insurance,0,https://coya.com/,hello@coya.com,0,0,,Berlin (Charlottenburg),
308,element,1,1.0,2016.0,Henning Groß; Inna Leontenkova,https://www.linkedin.com/in/denkgross/; https://www.linkedin.com/in/leontenkova/,ELEMENT Insurance AG,AG,Hardenbergstraße 32,10623,Berlin,Germany,HRB 182671 B,Other FinTechs,Insurance,0,https://www.element.in/de/,info@element.in,0,0,,Berlin (Charlottenburg),
309,onlineversicherung.de,1,1.0,2013.0,,,WERTGARANTIE AG,AG,Breite Straße 8,30159,Hannover,Germany,D-G9JY-P75Q5-09,Other FinTechs,Insurance,0,https://onlineversicherung.de/,genau.richtig@de.tuv.com,0,0,,Hannover,
310,OTTOnova,1,1.0,2015.0,Frank Birzle; Sebastian Scherer; Roman Rittweger,https://www.linkedin.com/in/frankbirzle/; https://www.linkedin.com/in/romanrittweger/,ottonova Holding AG,AG,Ottostraße 4,80333,München,Germany,HRB 223275 ,Other FinTechs,Insurance,0,https://www.ottonova.de/,helpdesk@ottonova.de,0,0,,München,
311,wertgarantie,1,1.0,2013.0,Sebastian Grötsch,https://www.linkedin.com/in/sebastiangroetsch/,WERTGARANTIE SE,SE,Breite Straße 6,30159,Hannover,Germany,HR B 208988,Other FinTechs,Insurance,0,https://www.wertgarantie.de/,kunde@wertgarantie.com,0,0,,Hannover,sofortschutz; Traumschutz
312,BANKSapi,1,1.0,2016.0,Rolf-Henning Hackel; Paul Huber,https://www.linkedin.com/in/rolf-henning-hackel-03a41283/; https://www.linkedin.com/in/paul-huber-905b777b/,BANKSapi GmbH,GmbH,Lyonel-Feininger-Straße 28,80807,München,Germany,HRB 225976,Other FinTechs,"Technology, IT and Infrastructure",0,https://banksapi.de/,sales@banksapi.de,0,0,,München,
313,figo,0,1.0,2012.0,André M. Bajorat,https://www.linkedin.com/in/abajorat,figo GmbH,GmbH,Gaußstraße 190c,22765,Hamburg,Germany,HRB 131360,Other FinTechs,"Technology, IT and Infrastructure",1,,contact-connect@finleap.com,0,0,,Hamburg,
314,finAPI,1,1.0,2008.0,Florian Haagen,https://www.linkedin.com/in/florian-haagen-7055178b,finAPI GmbH,GmbH,Adams-Lehmann-Str. 44,80797,München,Germany,HRB 175250,Other FinTechs,"Technology, IT and Infrastructure",1,https://www.finapi.io/,kontakt@finapi.io,0,0,,München,
315,fino,1,1.0,2015.0,Florian Christ,https://www.linkedin.com/in/florianchrist/,fino run GmbH,GmbH,Universitätsplatz 12,34127,Kassel,Germany,HRB 17459,Other FinTechs,"Technology, IT and Infrastructure",0,https://fino.ai/,hello@fino.digital,0,0,,Kassel,
316,FinTecSystems,1,1.0,2014.0,Stefan Krautkrämer; Dirk Rudolf,https://www.linkedin.com/in/stefankrautkraemer/; https://www.linkedin.com/in/dirkrudolf/,FinTecSystems GmbH,GmbH,Gottfried-Keller-Str. 33,81245,München,Germany,HRB 210653,Other FinTechs,"Technology, IT and Infrastructure",1,https://fintecsystems.com/,info@fintecsystems.com,0,0,,München,
317,Kontowechsel24,1,1.0,2012.0,Bertelsmann SE & Co. KGaA (Division Arvato),,KWS Kontowechsel Service GmbH,GmbH,Olympiastraße 1,26419,Schortens,Germany,HRB 207246,Other FinTechs,"Technology, IT and Infrastructure",0,https://kontowechsel24.de/,info@kontowechsel24.de,0,0,,Oldenburg,
318,Wealthpilot,1,1.0,2017.0,Daniel Juppe; Stephan Schug,https://www.linkedin.com/in/daniel-juppe-07a24b46/; https://www.linkedin.com/in/stephan-schug-6303783b/,wealthpilot GmbH,GmbH,Dachauer Straße 15b,80335,München,Germany,HRB 232064,Other FinTechs,"Technology, IT and Infrastructure",0,https://www.wealthpilot.de/home.html,info@wealthpilot.de,0,0,,München,
319,Blanket,1,1.0,2019.0,Dr. Eberhard Riesenkampff; Simon Nörtersheuser,https://www.linkedin.com/in/eberhard-riesenkampff/,covr.it Technologies GmbH ,GmbH,Rotfeder-Ring 5 ,60327,Frankfurt am Main,Germany,HRB 110876 ,Other FinTechs,Insurance,0,https://digitalblanket.com,info@digitalblanket.com ,0,0,,Frankfurt am Main,
320,niiio,1,1.0,2013.0,Johann Horch,https://www.linkedin.com/in/johann-horch-66a31473,niiio GmbH,GmbH,Elisabethstr. 42/43,02826,Görlitz,Germany,HRB 32187,Other FinTechs,"Technology, IT and Infrastructure",0,https://niiio.de/,info@niiio.de,0,0,,Görlitz,
321,Vantik,1,1.0,2017.0,Til Klein; Lara Hämmerle,https://www.linkedin.com/in/tilklein/; https://www.linkedin.com/in/larahaemmerle/,Vantik GmbH,GmbH,Rosenthaler Str. 13,10119,Berlin,Germany,HRB 184339 B,Other FinTechs,Insurance,0,https://vantik.com/de/,hallo@vantik.com,0,0,,Berlin (Charlottenburg),BRIX
322,weadvise,1,1.0,2018.0,Rolf-Henning Hackel; Markus Klems; Christian Ropel,https://www.linkedin.com/in/rolf-henning-hackel-03a41283/; https://www.linkedin.com/in/markusklems/; https://www.linkedin.com/in/christian-ropel/,WeAdvise AG,AG,Lyonel-Feininger Str. 28,80807,München,Germany,HRB 240358,Other FinTechs,"Technology, IT and Infrastructure",0,https://weadvise.de/,info@weadvise.de,0,0,,München,
323,adiume,1,1.0,2016.0,Lennart Schulze; Mahir Arslan,https://www.linkedin.com/in/lennart-schulze/; https://www.linkedin.com/in/mahir-a-847257120/,Adiume GbR,GbR,Schreinerstr. 30,10247,Berlin,Germany,,Other FinTechs,Other FinTechs,0,https://adiume.com/,contact@adiume.com,0,0,2016-02-29 00:00:00,Berlin (Charlottenburg),
324,Crowddesk,1,1.0,2011.0,Johannes Laub; Jamal El Mallouki,https://www.linkedin.com/in/johannes-laub/; https://www.linkedin.com/in/jamalelmallouki/,CrowdDesk GmbH,GmbH,Baseler Str. 10,60329,Frankfurt am Main,Germany,HRB 102616,Other FinTechs,"Technology, IT and Infrastructure",1,https://www.crowddesk.de/,kontakt@crowddesk.de,0,0,,Frankfurt am Main,
325,FinCompare,1,1.0,2016.0,Nicolay Ofner; Paul Weber; Sarp Dag Demirel; Stephan Heller,https://www.linkedin.com/in/nicolay-ofner-4559a664/; https://www.linkedin.com/in/paul-weber-8044a5b0; https://www.linkedin.com/in/sarpdag/; https://www.linkedin.com/in/sjfheller/,FinCompare GmbH,GmbH,Dircksenstraße 47,10178,Berlin,Germany,HRB 180924 B,Other FinTechs,Search Engines and Comparison Sites,0,https://fincompare.de/,info@fincompare.com,0,0,,Berlin (Charlottenburg),
326,allesmeins,1,1.0,2016.0,"Jung, DMS & Cie. GmbH",,"Jung, DMS _ Cie. Pool GmbH",GmbH,Söhnleinstraße 8,65201,Wiesbaden,Germany,HRB 21441,Other FinTechs,Insurance,0,https://www.allesmeins.de,info@jungdms.de,0,0,2017-06-15 00:00:00,Wiesbaden,
327,BankenScore.de,1,1.0,2017.0,Ludolf Ebner; Florian Strobel,https://www.linkedin.com/in/ludolf-ebner-ba231526/; https://www.linkedin.com/in/florian-strobel/,Glenside Internet GmbH,GmbH,Sophienstr. 4,10178,Berlin,Germany,HRB 188436,Other FinTechs,Other FinTechs,0,https://www.bankenscore.de/,info@bankenscore.de ,0,0,,Berlin (Charlottenburg),
328,Crowdnine,1,1.0,2012.0,Mario Buric,https://www.linkedin.com/in/marioburic/,CROWD NINE GmbH,GmbH,Roßbergstraße 4a,70188,Stuttgart,Germany,HRB 741921,Other FinTechs,Other FinTechs,0,https://crowdnine.de/,info@crowdnine.de,0,0,,Stuttgart,
329,Hallokredit.com,0,1.0,2015.0,,,InnoWeb GmbH,GmbH,Limburgerpark 2,04279,Leipzig,Germany,HRB 32403,Other FinTechs,Search Engines and Comparison Sites,0,https://www.hallokredit.com/,info@hallokredit.de,0,0,,Leipzig,
330,Infinitec,0,1.0,2017.0,Helmut Kranzmaier; Matthias Lange,https://www.linkedin.com/in/helmut-kranzmaier-6464aa4/,Infinitec Solutions GmbH,GmbH,Hardenbergstr. 32,10623,Berlin,Germany,HRB 171428,Other FinTechs,"Technology, IT and Infrastructure",0,,info@infinitec.solutions ,0,0,,Berlin (Charlottenburg),
331,Maklaro,1,1.0,2013.0,Nikolai Roth,https://www.linkedin.com/in/nikolairoth/,Maklaro GmbH,GmbH,Mattentwiete 6,20457,Hamburg,Germany,HRB 133248,Other FinTechs,Other FinTechs,0,https://www.maklaro.de/,info@maklaro.de,0,0,,Hamburg,ImCheck24
332,Score Kompass,1,1.0,2014.0,,,smava GmbH ,GmbH,Kopernikusstr. 35 ,10243,Berlin,Germany,HRB 97913 ,Other FinTechs,Other FinTechs,0,https://www.scorekompass.de/,info@scorekompass.de,0,0,,Berlin (Charlottenburg),
333,TIPPGEBER,1,1.0,2010.0,Daniel Kjellén,,TIPPGEBER UG,UG,Maybachstraße 8b,51381,Leverkusen,Germany,HRB 69512,Other FinTechs,Insurance,0,https://www.kinder-privat-versichern.de,info@kinder-privat-versichern.de,0,0,,Leverkusen,
334,jamiteo,1,1.0,2019.0,Dr. Lars Riebow; Fabian Raab,https://www.linkedin.com/in/dr-lars-riebow-827721b1/; https://www.linkedin.com/in/fabianraab/,jamiteo UG (haftungsbeschränkt),UG,Muskauer Str. 43,10997,Berlin,Germany,HRB 213805,Other FinTechs,Other FinTechs,0,https://jamiteo.de/,info@jamiteo.de,0,0,,Berlin (Charlottenburg),
335,Verivox,1,1.0,1998.0,Andrew Goodwin; Nikolaus Starzacher,https://www.linkedin.com/in/andrew-goodwin-19a40a/; https://www.linkedin.com/in/starzacher/,Verivox GmbH,GmbH,Max-Jarecki-Straße 21,69115,Heidelberg,Germany,HRB 336125,Other FinTechs,Insurance,0,https://www.verivox.de/,service@verivox.de,0,0,,Mannheim,
336,europace,1,1.0,2007.0,Marco Kisperth; Prof. Dr. Thomas Kretschmar,https://www.linkedin.com/in/marco-kisperth/,Europace AG,AG,"
Heidestraße 8",10557,Berlin,Germany,HRB 136078 B,Other FinTechs,Search Engines and Comparison Sites,0,https://www.europace.de/,info@europace.de,0,0,,Berlin (Charlottenburg),
337,bonify,1,1.0,2015.0,Gamal Moukabary; Andreas Bermig; Josef Korte; Jan Ortmann ,https://www.linkedin.com/in/gamal-moukabary-938167aa/; https://www.linkedin.com/in/andreas-bermig-475526/; https://www.linkedin.com/in/josefkorte/; https://www.linkedin.com/in/dr-jan-ortmann-6284a5/,Forteil GmbH,GmbH,Reichenberger Straße 124,10999,Berlin,Germany,HRB 168253 B,Other FinTechs,Other FinTechs,0,https://www.bonify.de/,support@bonify.de,0,0,,Berlin (Charlottenburg),
338,safe.me,1,1.0,2015.0,Michael Stock,https://www.linkedin.com/in/michael-stock-b5938234/,safe.me GmbH,GmbH,Minderheideweg 63,32425,Minden,Germany,HRB 14791,Other FinTechs,Insurance,0,https://safe.me/,service@safe.me,0,0,,Bad Oeynhausen,
339,Finanzcheck.de,1,1.0,2010.0,Moritz Thiele,https://www.linkedin.com/in/moritz-thiele-60894b65/en,FFG FINANZCHECK Finanzportale GmbH,GmbH,Admiralitätstraße 60,20459,Hamburg,Germany,HRB 112143,Other FinTechs,Search Engines and Comparison Sites,0,https://www.finanzcheck.de/,kredite@finanzcheck.de,0,0,,Hamburg,
340,appsichern,1,1.0,2012.0,Lennart Wulff; Katharina Kruse,https://www.linkedin.com/in/lennart-wulff-3739612/,SituatiVe GmbH,GmbH,Am Holzkamp 24,40625,Düsseldorf,Germany,HRB 69182,Other FinTechs,Insurance,0,https://www.appsichern.de/,lw@situative.com,0,0,,Düsseldorf,
341,asuro,1,1.0,2015.0,Marina Zubrod; Carlos Reiss,https://www.linkedin.com/in/marinazubrod/; https://www.linkedin.com/in/carlos-reiss-b836b62b/,asuro GmbH,GmbH,Rüsterstraße 1,60325,Frankfurt am Main,Germany,HRB 103687,Other FinTechs,Insurance,0,https://www.asuro.de,carlos.reiss@asuro.de,0,0,,Frankfurt am Main,
342,bisure,1,1.0,2017.0,Ulf Papke,https://www.linkedin.com/in/ulf-papke-75411b1b/,bisure GmbH,GmbH,Scharnhorststraße 48,48151,Münster,Germany,HRB 16752,Other FinTechs,Insurance,0,https://www.bisure.de/,hallo@bisure.de,0,0,,Münster,
343,Clark,1,1.0,2015.0,Christopher Oster,https://www.linkedin.com/in/dr-christopher-oster-3158802/,Clark Germany GmbH,GmbH,Wilhelm-Leuschner-Straße 17-19,60329,Frankfurt am Main,Germany,HRB 164168 B,Other FinTechs,Insurance,1,https://www.clark.de/de,kundenservice@clark.de,0,0,,Berlin (Charlottenburg),
344,Community Life,1,1.0,2014.0,Claudia Lang; Stefan Keck,https://www.linkedin.com/in/claudia-lang-a370b5b/; https://www.linkedin.com/in/stefan-keck-189a6739/,Community Life GmbH,GmbH,Lorsbacher Str. 3 a,65779,Kelkheim,Germany,HRB 8503,Other FinTechs,Insurance,0,https://www.communitylife.de/,info@communitylife.de,0,0,,Königstein im Taunus,
345,covomo,1,1.0,2015.0,Karl Dieterich; Simon Nörtersheuser,https://www.linkedin.com/in/karl-dieterich-0599b51/; https://www.linkedin.com/in/simon-n%C3%B6rtersheuser-07658254/,Covomo Versicherungsvergleich GmbH,GmbH,Rotfeder-Ring 5,60327,Frankfurt am Main,Germany,HRB 80547,Other FinTechs,Insurance,0,https://www.covomo.de/,info@covomo.de,0,0,,Frankfurt am Main,
346,Finanzchef 24,1,1.0,2012.0,Felix Schollmeier; Hendrik Rennert,https://www.linkedin.com/in/felix-schollmeier/de; https://www.linkedin.com/in/hendrikrennert/,Finanzchef24 GmbH,GmbH,Hohenlindener Str. 1,81677,München,Germany,HRB 199427,Other FinTechs,Insurance,1,https://www.finanzchef24.de/,info@finanzchef24.de,0,0,,München,
347,finanzen.de,1,1.0,2009.0,Axel Lehmann; Daniel Hoffmann,https://www.linkedin.com/in/axel-lehmann-4464b89b/; https://www.linkedin.com/in/daniel-hoffmann-65412166/,finanzen.de Vermittlungsgesellschaft für Verbraucherverträge GmbH,GmbH,Schlesische Straße 29-30,10997,Berlin,Germany,HRB 199298 B,Other FinTechs,Insurance,0,https://www.finanzen.de/,kontakt@finanzen.de,0,0,,Berlin (Charlottenburg),
348,FinanzRitter,1,1.0,2016.0,Florian Kümper; Sebastian Cordes; Siedhoff Dominic; Till Sanders,https://www.linkedin.com/in/florian-kümper-a2128b60/; https://de.linkedin.com/in/sebastian-cordes-a2784b147; https://www.linkedin.com/in/tillsanders/,FinanzRitter UG,UG,Waltersruh 3,58644,Iserlohn,Germany,HRB 9025,Other FinTechs,Insurance,0,https://finanzritter.com/de,info@finanzritter.com,0,0,,Iserlohn,
349,friendsurance,1,1.0,2010.0,Tim Kunde; Sebastian Herfurth,https://www.linkedin.com/in/timkunde/; https://www.linkedin.com/in/sebastian-herfurth-7b9859/,Alecto GmbH,GmbH,Mehringdamm 34,10961,Berlin,Germany,HRB 126260,Other FinTechs,Insurance,0,https://www.friendsurance.de/,info@friendsurance.de,0,0,,Berlin (Charlottenburg),
350,GetSafe,1,1.0,2015.0,Christian Wiens; Marius Simon,https://www.linkedin.com/in/christian-wiens/; https://www.linkedin.com/in/mariussimon/,Getsafe Digital GmbH,GmbH,Waldhofer Str. 102,69123,Heidelberg,Germany,HRB 723385,Other FinTechs,Insurance,1,https://www.hellogetsafe.com/de-de,,0,0,,Mannheim,PLAN FORWARD
351,Getsurance,1,1.0,2016.0,Viktor Becher; Johannes Becher,https://www.linkedin.com/in/dr-viktor-becher-8a0a68113/; https://www.linkedin.com/in/becherj/,Getsurance GmbH,GmbH,Friedrichstraße 123,10117,Berlin,Germany,HRB 175076 B,Other FinTechs,Insurance,0,https://getsurance.de/,info@getsurance.de,1,0,,Berlin (Charlottenburg),
352,Thinksurance,1,1.0,2014.0,Christopher Leifeld; Florian Brokamp,https://www.linkedin.com/in/christopher-leifeld-07b53121/; https://www.linkedin.com/in/florian-brokamp-5a329876/,Gewerbeversicherung24 Vergleichsportal GmbH,GmbH,Stephanstraße 14-16,60313,Frankfurt am Main,Germany,HRB 100759,Other FinTechs,Insurance,0,https://gewerbeversicherung.de,info@gewerbeversicherung.de,0,0,,Frankfurt am Main,Gewerbeversicherung24
353,gonetto,1,1.0,2016.0,Dieter Lendle,,gonetto GmbH,GmbH,Promenadenstr. 14,64625,Bensheim,Germany,HRB 96370,Other FinTechs,Insurance,0,https://www.gonetto.de/,info@gonetto.de,0,0,,Bensheim,
354,grün versichert,1,1.0,2014.0,Fabrice Gerdes,https://www.linkedin.com/in/fabrice-gerdes/,grün versichert GmbH,GmbH,Kolberger Weg 1,59067,Hamm,Germany,HRB 8184 ,Other FinTechs,Insurance,0,https://www.gruen-versichert.de/start/,service@gruen-versichert.de,0,0,,Hamm,
355,Haftpflicht Helden,1,1.0,,Florian Knörrich; Stefan Herbst; Jan Louis Schmidt,https://www.linkedin.com/in/florian-kn%C3%B6rrich-4909b44/; https://www.linkedin.com/in/stefan-herbst-66a557108/,Insurance Hero GmbH,GmbH,Heidenkampsweg 81,20097,Hamburg,Germany,HRB 139747,Other FinTechs,Insurance,0,https://haftpflichthelden.de/,help@helden.de,0,0,,Hamburg,
356,kasko,1,0.0,2015.0,Nikolaus Sühr; Matthew Wardle,https://www.linkedin.com/in/nikolaussuehr/; https://www.linkedin.com/in/matthewpswardle/,KASKO Germany UG,UG,Hoheluftchaussee 95,20253,Hamburg,Germany,HRB 136458,Other FinTechs,Insurance,0,https://www.kasko.io/,info@kasko.io,0,0,,Hamburg,
357,Kautionsfrei,1,1.0,2008.0,Robert Liwak; Herzs Krymalowski; Franz Rudolf Golling,https://www.linkedin.com/in/herzs-krymalowski-b9729968/,plusForta GmbH,GmbH,Talstraße 24,40217,Düsseldorf,Germany,HRB 60806,Other FinTechs,Insurance,0,https://kautionsfrei.de/,info@kautionsfrei.de,0,0,,Düsseldorf,
